incident_id,match_id,referee_id,offending_team,opponent_team,official_decision,model_decision,model_confidence,data_origin
I0754,M0754,R07,Black,Blue,no_offence,no_offence,0.906,synthetic
I0755,M0755,R07,Blue,Gold,foul_no_card,foul_no_card,0.695,synthetic
I0756,M0756,R07,Red,Gold,yellow,yellow,0.939,synthetic
I0757,M0757,R07,White,Black,no_offence,no_offence,0.857,synthetic
I0758,M0758,R07,Blue,Green,foul_no_card,foul_no_card,0.821,synthetic
I0759,M0759,R07,White,Blue,foul_no_card,foul_no_card,0.715,synthetic
I0760,M0760,R07,White,Green,foul_no_card,foul_no_card,0.914,synthetic
I0761,M0761,R07,Green,Black,foul_no_card,foul_no_card,0.929,synthetic
I0762,M0762,R07,Red,Gold,foul_no_card,foul_no_card,0.909,synthetic
I0763,M0763,R07,Gold,Green,red,red,0.884,synthetic
I0764,M0764,R07,Red,Blue,yellow,yellow,0.846,synthetic
I0765,M0765,R07,Red,Black,foul_no_card,foul_no_card,0.932,synthetic
I0766,M0766,R07,White,Blue,foul_no_card,no_offence,0.625,synthetic
I0767,M0767,R07,Red,Gold,yellow,yellow,0.645,synthetic
I0768,M0768,R07,Blue,Black,no_offence,no_offence,0.918,synthetic
I0769,M0769,R07,Black,Green,yellow,yellow,0.951,synthetic
I0770,M0770,R07,White,Gold,foul_no_card,foul_no_card,0.949,synthetic
I0771,M0771,R07,Green,Red,no_offence,no_offence,0.857,synthetic
I0772,M0772,R07,Red,Blue,foul_no_card,foul_no_card,0.834,synthetic
I0773,M0773,R07,Green,Gold,foul_no_card,foul_no_card,0.903,synthetic
I0774,M0774,R07,White,Blue,yellow,yellow,0.909,synthetic
I0775,M0775,R07,Black,Green,no_offence,foul_no_card,0.974,synthetic
I0776,M0776,R07,Gold,White,foul_no_card,foul_no_card,0.837,synthetic
I0777,M0777,R07,Blue,Black,yellow,foul_no_card,0.973,synthetic
I0778,M0778,R07,Black,White,foul_no_card,foul_no_card,0.897,synthetic
I0779,M0779,R07,Red,Green,red,red,0.914,synthetic
I0780,M0780,R07,Blue,Gold,no_offence,no_offence,0.979,synthetic
I0781,M0781,R07,White,Red,yellow,yellow,0.906,synthetic
I0782,M0782,R07,White,Green,foul_no_card,foul_no_card,0.951,synthetic
I0783,M0783,R07,Blue,Black,yellow,yellow,0.963,synthetic
I0784,M0784,R07,Green,Red,yellow,yellow,0.9,synthetic
I0785,M0785,R07,Red,White,foul_no_card,yellow,0.852,synthetic
I0786,M0786,R07,Red,Black,no_offence,foul_no_card,0.833,synthetic
I0787,M0787,R07,White,Gold,no_offence,foul_no_card,0.827,synthetic
I0788,M0788,R07,Gold,Green,foul_no_card,foul_no_card,0.964,synthetic
I0789,M0789,R07,Green,Gold,foul_no_card,no_offence,0.884,synthetic
I0790,M0790,R07,Black,Red,foul_no_card,no_offence,0.907,synthetic
I0791,M0791,R07,Black,Green,foul_no_card,foul_no_card,0.976,synthetic
I0792,M0792,R07,White,Black,foul_no_card,foul_no_card,0.644,synthetic
I0793,M0793,R07,Black,Blue,foul_no_card,foul_no_card,0.908,synthetic
I0794,M0794,R07,Red,Green,foul_no_card,foul_no_card,0.9,synthetic
I0795,M0795,R07,Red,Gold,yellow,yellow,0.865,synthetic
I0796,M0796,R07,Red,Black,no_offence,no_offence,0.836,synthetic
I0797,M0797,R07,Green,Red,no_offence,foul_no_card,0.948,synthetic
I0798,M0798,R07,White,Red,foul_no_card,foul_no_card,0.842,synthetic
I0799,M0799,R07,White,Black,foul_no_card,foul_no_card,0.86,synthetic
I0800,M0800,R07,Black,Blue,foul_no_card,foul_no_card,0.74,synthetic
I0801,M0801,R07,Gold,Blue,foul_no_card,foul_no_card,0.91,synthetic
I0802,M0802,R07,Green,White,no_offence,no_offence,0.974,synthetic
I0803,M0803,R07,Red,Black,foul_no_card,foul_no_card,0.945,synthetic
I0804,M0804,R07,Green,White,yellow,yellow,0.962,synthetic
I0805,M0805,R07,Gold,Black,foul_no_card,foul_no_card,0.847,synthetic
I0806,M0806,R07,Green,Gold,foul_no_card,foul_no_card,0.831,synthetic
I0807,M0807,R07,Red,Green,foul_no_card,foul_no_card,0.863,synthetic
I0808,M0808,R07,White,Gold,foul_no_card,foul_no_card,0.878,synthetic
I0809,M0809,R07,Black,White,red,red,0.824,synthetic
I0810,M0810,R07,White,Red,red,yellow,0.833,synthetic
I0811,M0811,R07,Red,Gold,no_offence,no_offence,0.908,synthetic
I0812,M0812,R07,Blue,Gold,yellow,foul_no_card,0.919,synthetic
I0813,M0813,R07,Blue,Gold,foul_no_card,foul_no_card,0.92,synthetic
I0814,M0814,R07,Red,Black,yellow,yellow,0.958,synthetic
I0815,M0815,R07,Green,Gold,no_offence,foul_no_card,0.908,synthetic
I0816,M0816,R07,Red,Black,no_offence,no_offence,0.922,synthetic
I0817,M0817,R07,Black,Gold,foul_no_card,foul_no_card,0.876,synthetic
I0818,M0818,R07,Black,Red,yellow,yellow,0.862,synthetic
I0819,M0819,R07,Green,Blue,foul_no_card,no_offence,0.875,synthetic
I0820,M0820,R07,Gold,Black,foul_no_card,no_offence,0.896,synthetic
I0821,M0821,R07,Blue,Gold,yellow,yellow,0.908,synthetic
I0822,M0822,R07,Red,Gold,yellow,yellow,0.934,synthetic
I0823,M0823,R07,White,Gold,yellow,yellow,0.71,synthetic
I0824,M0824,R07,Black,White,yellow,yellow,0.939,synthetic
I0825,M0825,R07,Green,Gold,no_offence,no_offence,0.838,synthetic
I0826,M0826,R07,Gold,Black,foul_no_card,foul_no_card,0.871,synthetic
I0827,M0827,R07,Red,Blue,red,red,0.865,synthetic
I0828,M0828,R07,Red,Gold,yellow,yellow,0.899,synthetic
I0829,M0829,R07,Green,Gold,no_offence,foul_no_card,0.894,synthetic
I0830,M0830,R07,Blue,Green,no_offence,no_offence,0.863,synthetic
I0831,M0831,R07,Gold,Blue,foul_no_card,foul_no_card,0.86,synthetic
I0832,M0832,R07,Gold,Blue,foul_no_card,no_offence,0.943,synthetic
I0833,M0833,R07,Gold,Red,yellow,yellow,0.943,synthetic
I0834,M0834,R07,Black,Red,foul_no_card,foul_no_card,0.872,synthetic
I0835,M0835,R07,White,Blue,yellow,yellow,0.897,synthetic
I0836,M0836,R07,Green,Red,foul_no_card,foul_no_card,0.976,synthetic
I0837,M0837,R07,Red,Gold,foul_no_card,foul_no_card,0.839,synthetic
I0838,M0838,R07,Red,Blue,red,red,0.93,synthetic
I0839,M0839,R07,Red,Green,yellow,yellow,0.93,synthetic
I0840,M0840,R07,Green,Blue,no_offence,no_offence,0.947,synthetic
I0841,M0841,R08,Red,Gold,yellow,foul_no_card,0.941,synthetic
I0842,M0842,R08,Gold,Red,no_offence,no_offence,0.86,synthetic
I0843,M0843,R08,Blue,Gold,yellow,yellow,0.898,synthetic
I0844,M0844,R08,Black,Red,foul_no_card,foul_no_card,0.959,synthetic
I0845,M0845,R08,Black,White,no_offence,no_offence,0.951,synthetic
I0846,M0846,R08,Black,Green,no_offence,foul_no_card,0.937,synthetic
I0847,M0847,R08,Blue,Black,foul_no_card,yellow,0.935,synthetic
I0848,M0848,R08,White,Black,yellow,yellow,0.943,synthetic
I0849,M0849,R08,Red,Black,foul_no_card,foul_no_card,0.835,synthetic
I0850,M0850,R08,White,Blue,foul_no_card,no_offence,0.825,synthetic
I0851,M0851,R08,Blue,Gold,no_offence,no_offence,0.882,synthetic
I0852,M0852,R08,Gold,Black,foul_no_card,foul_no_card,0.645,synthetic
I0853,M0853,R08,White,Blue,foul_no_card,no_offence,0.969,synthetic
I0854,M0854,R08,Blue,Gold,yellow,yellow,0.97,synthetic
I0855,M0855,R08,Gold,Green,yellow,yellow,0.905,synthetic
I0856,M0856,R08,White,Blue,yellow,yellow,0.903,synthetic
I0857,M0857,R08,Blue,Red,foul_no_card,foul_no_card,0.86,synthetic
I0858,M0858,R08,White,Red,foul_no_card,foul_no_card,0.943,synthetic
I0859,M0859,R08,Black,Green,yellow,yellow,0.837,synthetic
I0860,M0860,R08,Red,Black,foul_no_card,foul_no_card,0.98,synthetic
I0861,M0861,R08,Gold,Green,yellow,yellow,0.955,synthetic
I0862,M0862,R08,Gold,White,yellow,yellow,0.907,synthetic
I0863,M0863,R08,Gold,Black,yellow,yellow,0.892,synthetic
I0864,M0864,R08,Gold,Blue,red,yellow,0.903,synthetic
I0865,M0865,R08,Green,Blue,foul_no_card,foul_no_card,0.823,synthetic
I0866,M0866,R08,White,Green,yellow,yellow,0.911,synthetic
I0867,M0867,R08,Blue,White,foul_no_card,foul_no_card,0.962,synthetic
I0868,M0868,R08,Red,White,foul_no_card,foul_no_card,0.911,synthetic
I0869,M0869,R08,Red,Blue,foul_no_card,yellow,0.952,synthetic
I0870,M0870,R08,White,Black,yellow,yellow,0.826,synthetic
I0871,M0871,R08,Black,Gold,no_offence,no_offence,0.876,synthetic
I0872,M0872,R08,Gold,White,yellow,yellow,0.94,synthetic
I0873,M0873,R08,Black,Blue,foul_no_card,foul_no_card,0.694,synthetic
I0874,M0874,R08,Green,Black,foul_no_card,foul_no_card,0.845,synthetic
I0875,M0875,R08,White,Gold,red,red,0.834,synthetic
I0876,M0876,R08,Gold,Green,yellow,yellow,0.896,synthetic
I0877,M0877,R08,White,Blue,foul_no_card,foul_no_card,0.89,synthetic
I0878,M0878,R08,White,Red,yellow,yellow,0.883,synthetic
I0879,M0879,R08,Black,Red,yellow,foul_no_card,0.859,synthetic
I0880,M0880,R08,Green,Gold,yellow,foul_no_card,0.927,synthetic
I0881,M0881,R08,Gold,Green,foul_no_card,foul_no_card,0.824,synthetic
I0882,M0882,R08,Green,Red,red,red,0.891,synthetic
I0883,M0883,R08,Red,Gold,foul_no_card,no_offence,0.88,synthetic
I0884,M0884,R08,White,Blue,no_offence,no_offence,0.968,synthetic
I0885,M0885,R08,Green,Blue,no_offence,foul_no_card,0.895,synthetic
I0886,M0886,R08,Green,Red,yellow,yellow,0.94,synthetic
I0887,M0887,R08,Black,Gold,yellow,foul_no_card,0.927,synthetic
I0888,M0888,R08,Gold,Black,yellow,yellow,0.83,synthetic
I0889,M0889,R08,Red,Black,foul_no_card,foul_no_card,0.831,synthetic
I0890,M0890,R08,White,Green,red,yellow,0.837,synthetic
I0891,M0891,R08,Green,Gold,foul_no_card,foul_no_card,0.836,synthetic
I0892,M0892,R08,Green,Gold,yellow,yellow,0.9,synthetic
I0893,M0893,R08,Gold,Black,yellow,yellow,0.905,synthetic
I0894,M0894,R08,Green,Gold,foul_no_card,foul_no_card,0.876,synthetic
I0895,M0895,R08,White,Green,yellow,foul_no_card,0.95,synthetic
I0896,M0896,R08,White,Green,red,yellow,0.825,synthetic
I0897,M0897,R08,Black,Green,foul_no_card,foul_no_card,0.842,synthetic
I0898,M0898,R08,White,Gold,foul_no_card,foul_no_card,0.93,synthetic
I0899,M0899,R08,Gold,Red,foul_no_card,foul_no_card,0.917,synthetic
I0900,M0900,R08,Gold,Black,no_offence,no_offence,0.929,synthetic
I0901,M0901,R08,Red,White,foul_no_card,foul_no_card,0.842,synthetic
I0902,M0902,R08,Red,Black,yellow,yellow,0.972,synthetic
I0903,M0903,R08,Blue,Red,no_offence,foul_no_card,0.942,synthetic
I0904,M0904,R08,Gold,White,foul_no_card,foul_no_card,0.922,synthetic
I0905,M0905,R08,White,Green,no_offence,no_offence,0.824,synthetic
I0906,M0906,R08,Black,White,foul_no_card,foul_no_card,0.857,synthetic
I0907,M0907,R08,White,Blue,foul_no_card,foul_no_card,0.9,synthetic
I0908,M0908,R08,Black,Gold,yellow,yellow,0.899,synthetic
I0909,M0909,R08,Red,White,no_offence,no_offence,0.822,synthetic
I0910,M0910,R08,Green,Gold,foul_no_card,foul_no_card,0.853,synthetic
I0911,M0911,R08,Red,Gold,yellow,yellow,0.893,synthetic
I0912,M0912,R08,Red,Gold,foul_no_card,foul_no_card,0.881,synthetic
I0913,M0913,R08,Green,Gold,foul_no_card,foul_no_card,0.904,synthetic
I0914,M0914,R08,White,Blue,foul_no_card,foul_no_card,0.827,synthetic
I0915,M0915,R08,Red,Black,yellow,foul_no_card,0.672,synthetic
I0916,M0916,R08,White,Blue,no_offence,no_offence,0.944,synthetic
I0917,M0917,R08,Green,Gold,no_offence,no_offence,0.93,synthetic
I0918,M0918,R08,Red,Gold,yellow,yellow,0.838,synthetic
I0919,M0919,R08,Black,White,no_offence,no_offence,0.849,synthetic
I0920,M0920,R08,Black,Red,yellow,yellow,0.924,synthetic
I0921,M0921,R08,White,Red,yellow,yellow,0.892,synthetic
I0922,M0922,R08,Green,Blue,foul_no_card,foul_no_card,0.902,synthetic
I0923,M0923,R08,Red,Gold,foul_no_card,foul_no_card,0.874,synthetic
I0924,M0924,R08,White,Red,no_offence,no_offence,0.828,synthetic
I0925,M0925,R08,Green,White,red,yellow,0.849,synthetic
I0926,M0926,R08,Red,White,foul_no_card,no_offence,0.69,synthetic
I0927,M0927,R08,Gold,Black,yellow,yellow,0.855,synthetic
I0928,M0928,R08,White,Gold,foul_no_card,foul_no_card,0.821,synthetic
I0929,M0929,R08,Black,Green,foul_no_card,foul_no_card,0.828,synthetic
I0930,M0930,R08,Red,Blue,yellow,yellow,0.927,synthetic
I0931,M0931,R08,Black,Green,foul_no_card,foul_no_card,0.979,synthetic
I0932,M0932,R08,Red,Green,foul_no_card,foul_no_card,0.946,synthetic
I0933,M0933,R08,Red,Gold,yellow,yellow,0.733,synthetic
I0934,M0934,R08,Green,White,foul_no_card,yellow,0.955,synthetic
I0935,M0935,R08,Blue,Green,foul_no_card,foul_no_card,0.873,synthetic
I0936,M0936,R08,Gold,Black,foul_no_card,foul_no_card,0.701,synthetic
I0937,M0937,R08,White,Black,red,red,0.969,synthetic
I0938,M0938,R08,White,Green,no_offence,foul_no_card,0.912,synthetic
I0939,M0939,R08,Black,Green,yellow,yellow,0.937,synthetic
I0940,M0940,R08,Gold,White,red,yellow,0.866,synthetic
I0941,M0941,R08,Red,Blue,no_offence,no_offence,0.938,synthetic
I0942,M0942,R08,Red,Black,red,red,0.91,synthetic
I0943,M0943,R08,White,Red,no_offence,no_offence,0.946,synthetic
I0944,M0944,R08,Green,White,foul_no_card,foul_no_card,0.72,synthetic
I0945,M0945,R08,Green,Gold,yellow,yellow,0.638,synthetic
I0946,M0946,R08,Green,White,yellow,yellow,0.826,synthetic
I0947,M0947,R08,Red,Gold,no_offence,no_offence,0.963,synthetic
I0948,M0948,R08,Gold,White,yellow,yellow,0.91,synthetic
I0949,M0949,R08,White,Green,foul_no_card,foul_no_card,0.873,synthetic
I0950,M0950,R08,Green,Blue,red,red,0.767,synthetic
I0951,M0951,R08,White,Black,yellow,yellow,0.915,synthetic
I0952,M0952,R08,Green,White,yellow,yellow,0.96,synthetic
I0953,M0953,R08,Green,Gold,yellow,yellow,0.848,synthetic
I0954,M0954,R08,Green,Blue,red,yellow,0.824,synthetic
I0955,M0955,R08,Gold,Black,no_offence,no_offence,0.96,synthetic
I0956,M0956,R08,Green,White,foul_no_card,no_offence,0.97,synthetic
I0957,M0957,R08,White,Red,foul_no_card,foul_no_card,0.958,synthetic
I0958,M0958,R08,Blue,White,foul_no_card,foul_no_card,0.96,synthetic
I0959,M0959,R08,Green,Gold,yellow,yellow,0.939,synthetic
I0960,M0960,R08,Blue,Black,yellow,yellow,0.852,synthetic
